,DATE,TWEET,tidy_tweets,absolute_tidy_tweets,,,,,,,
4540,2020-04-09 12:22:01+00:00,"Hi Andrew - to resolve this quickly - please ring our Online Helpdesk on 03456 002 290. I appreciate there could be a waiting time, but it will take us longer with messages here as it's not a chat platform, and we don't have full access to your account on Social Media. ^Mill https://twitter.com/messages/compose?recipient_id=2922732233","Hi Andrew - to resolve this quickly - please ring our Online Helpdesk on 03456 002 290. I appreciate there could be a waiting time, but it will take us longer with messages here as it's not a chat platform, and we don't have full access to your account on Social Media. ^Mill",Hi Andrew resolve quickly please ring Online Helpdesk I appreciate could waiting time take us longer messages chat platform dont full access account Social Media Mill,,,,,,,
4541,2020-04-09 12:28:01+00:00,"Brilliant - thank you for sharing, Eden. We're glad we got that sorted out together your mum! Did it take too long to get through? ^Mill","Brilliant - thank you for sharing, Eden. We're glad we got that sorted out together your mum! Did it take too long to get through? ^Mill",Brilliant thank sharing Eden Were glad got sorted together mum Did take long get Mill,,,,,,,
4542,2020-04-09 12:44:53+00:00,"Hi Gary. As long as you have spoken to someone yesterday, all should be fine! We look to be in touch shortly. ^Jo","Hi Gary. As long as you have spoken to someone yesterday, all should be fine! We look to be in touch shortly. ^Jo",Hi Gary As long spoken someone yesterday fine We look touch shortly Jo,,,,,,,
4543,2020-04-09 12:48:28+00:00,"Hi Ellen - sorry to see you're having trouble with this - I've left a link and few amazing, short clips on how new payees work: http://grp.hsbc/60111LbA7 pay new company via App: http://grp.hsbc/60121LbAC paying a person: http://grp.hsbc/60131LbAh Hope this helps! ^Mill","Hi Ellen - sorry to see you're having trouble with this - I've left a link and few amazing, short clips on how new payees work: pay new company via App: paying a person: Hope this helps! ^Mill",Hi Ellen sorry see youre trouble Ive left link amazing short clips new payees work pay new company via App paying person Hope helps Mill,,,,,,,
4544,2020-04-09 12:53:00+00:00,"Hi Roxana, I have sent you a Direct Message with more information. ^Saffron","Hioxana, I have sent you a Direct Message with more information. ^Saffron",Hioxana I sent Direct Message information Saffron,,,,,,,
4545,2020-04-09 13:05:56+00:00,Hi Michael. The cheque can be posted to any branch along with a cover letter. ^Jo,Hi Michael. The cheque can be posted to any branch along with a cover letter. ^Jo,Hi Michael The cheque posted branch along cover letter Jo,,,,,,,
4546,2020-04-09 13:08:50+00:00,Perfect! Have a good day. ^Jo,Perfect! Have a good day. ^Jo,Perfect Have good day Jo,,,,,,,
4547,2020-04-09 13:10:18+00:00,The pop up will show when an agent is available. ^Jo,The pop up will show when an agent is available. ^Jo,The pop show agent available Jo,,,,,,,
4548,2020-04-09 13:26:06+00:00,"Hi John, do you have access to online banking? If so, I can guide you how to make the payment online. On your statement it should give you ways to pay, does it have 'cheque' as an option? ^Dani","Hi John, do you have access to online banking? If so, I can guide you how to make the payment online. On your statement it should give you ways to pay, does it have 'cheque' as an option? ^Dani",Hi John access online banking If I guide make payment online On statement give ways pay cheque option Dani,,,,,,,
4549,2020-04-09 13:28:07+00:00,"That's odd. As my colleague mentioned, these can be printed at a branch. But our main policy is to send them via post. ^Shaun","That's odd. As my colleague mentioned, these can be printed at a branch. But our main policy is to send them via post. ^Shaun",Thats odd As colleague mentioned printed branch But main policy send via post Shaun,,,,,,,
4550,2020-04-09 13:33:37+00:00,You can email http://customer.care.team@hsbc.com. ^RIT,You can email ^IT,You email IT,,,,,,,
4551,2020-04-09 13:34:32+00:00,Hi if you send me your full name and postcode in DM using the link below and details of the request I will see what I can find out for you. ^Michele,Hi if you send me your full name and postcode in DM using the link below and details of the request I will see what I can find out for you. ^Michele,Hi send full name postcode DM using link details request I see I find Michele,,,,,,,
4552,2020-04-09 13:47:59+00:00,"Hello. I have a few suggestions. Can you all please first 'Reboot' your phone (powering it off and on again). Then, 'Settings' > HSBC App > Notifications > Badge App Icon > swipe to the left (to turn it off) > come out of settings completely > Swipe Setting icon up... (1/2) ^Dani","Hello. I have a few suggestions. Can you all please first 'eboot' your phone (powering it off and on again). Then, 'Settings' > HSBC App > Notifications > Badge App Icon > swipe to the left (to turn it off) > come out of settings completely > Swipe Setting icon up... (1/2) ^Dani",Hello I suggestions Can please first eboot phone powering Then Settings HSBC App Notifications Badge App Icon swipe left turn come settings completely Swipe Setting icon Dani,,,,,,,
4553,2020-04-09 13:48:15+00:00,... > then go back into settings > HSBC App > Notifications > Badge App Icon > swipe right to turn back on and the go back and check. Let me know if this works. (2/2) ^Dani,... > then go back into settings > HSBC App > Notifications > Badge App Icon > swipe right to turn back on and the go back and check. Let me know if this works. (2/2) ^Dani,go back settings HSBC App Notifications Badge App Icon swipe right turn back go back check Let know works Dani,,,,,,,
4554,2020-04-09 13:50:02+00:00,"Until the amount of the cash transaction is paid in full interest will be charged on this, you may have a charge a month or two after as this all depends on your billing cycle as it is charged daily from the date of the transaction. ^Dani","Until the amount of the cash transaction is paid in full interest will be charged on this, you may have a charge a month or two after as this all depends on your billing cycle as it is charged daily from the date of the transaction. ^Dani",Until amount cash transaction paid full interest charged may charge month two depends billing cycle charged daily date transaction Dani,,,,,,,
4555,2020-04-09 13:50:05+00:00,@ceete1981 Glad that you are happy to have been helped and I have managed to resolve everything for you today over this channel. Keep Safe! ^Ank.,@ceete1981 Glad that you are happy to have been helped and I have managed to resolve everything for you today over this channel. Keep Safe! ^Ank.,ceete Glad happy helped I managed resolve everything today channel Keep Safe Ank,,,,,,,
4556,2020-04-09 13:53:10+00:00,Have you spoken to a customer service agent directly John to make a bill payment from your account rather than trying to pay with your card? If you want to discuss this in direct message please click the link below. ^Dani,Have you spoken to a customer service agent directly John to make a bill payment from your account rather than trying to pay with your card? If you want to discuss this in direct message please click the link below. ^Dani,Have spoken customer service agent directly John make bill payment account rather trying pay card If want discuss direct message please click link Dani,,,,,,,
4557,2020-04-09 13:54:22+00:00,When you turn off badge notifications please check the HSBC app before turning it back on. ^Dani,When you turn off badge notifications please check the HSBC app before turning it back on. ^Dani,When turn badge notifications please check HSBC app turning back Dani,,,,,,,
